Id,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,modularity_class,stat_inf_class,clustering,eigencentrality
1802,1,720,2,0,2,2,0,2,0,0,0,0,0.005892,0,0.000093,9,10,0,0.084058
3062,1,2116,1,2,3,1,2,3,9,0.217364,0.227992,1534.082501,0.001132,0.000043,0.000063,8,36,0,0.008368
5169,1,2085,1,2,3,1,2,3,7,0.26888,0.290836,191.218099,0.001132,0.001508,0.000063,7,12,0.166667,0.008368
5395,1,3420,2,0,2,2,0,2,0,0,0,0,0.000006,0,0.00014,7,68,0,0.001934
2984,1,657,2,0,2,2,0,2,0,0,0,0,0.000652,0,0.000098,10,234,0,0.005485
4584,1,1855,3,0,3,3,0,3,0,0,0,0,0.001799,0,0.00008,10,234,0,0.009896
3908,1,6868,0,2,2,0,2,2,12,0.159494,0.173611,0,0,0.000325,0.000056,14,214,0,0
5861,1,413,2,1,3,2,1,3,4,0.444444,0.510417,0,0.000815,0.000847,0.000095,1,187,0.5,0.01316
2971,1,6869,0,2,2,0,2,2,8,0.240406,0.261559,0,0,0.00212,0.000056,3,135,0.5,0
2973,1,6870,0,1,1,0,1,1,7,0.266598,0.294701,0,0,0.001948,0.000056,7,169,0,0
6634,1,965,3,0,3,3,0,3,0,0,0,0,0.000104,0,0.000215,3,76,0,0.008207
2979,1,6871,0,1,1,0,1,1,9,0.241301,0.259001,0,0,0.001201,0.000056,9,14,0,0
2980,1,6872,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000172,0.000056,10,75,0,0
2981,1,6873,0,1,1,0,1,1,5,0.318471,0.352,0,0,0.000437,0.000056,7,48,0,0
6143,1,3579,1,0,1,1,0,1,0,0,0,0,0.000065,0,0.000079,1,166,0,0.001661
2986,1,6874,0,1,1,0,1,1,1,1,1,0,0,0.000243,0.000056,3,49,0,0
4082,1,6875,0,1,1,0,1,1,7,0.260638,0.30277,0,0,0.000309,0.000056,10,214,0,0
5176,1,2564,1,0,1,1,0,1,0,0,0,0,0.000339,0,0.000065,4,232,0,0.003637
4986,1,1767,2,0,2,2,0,2,0,0,0,0,0.000459,0,0.000082,5,217,0,0.007347
4749,1,2459,1,0,1,1,0,1,0,0,0,0,0.00206,0,0.000062,7,118,0,0.008505
7049,1,1035,5,0,5,5,0,5,0,0,0,0,0.008472,0,0.000162,3,81,0.15,0.05179
4395,1,2441,1,3,4,1,3,4,6,0.307172,0.347871,741.780327,0.00206,0.007786,0.000062,2,210,0,0.008505
735,1,2229,2,1,3,2,1,3,3,0.4,0.458333,143.775,0.002118,0.00035,0.000093,7,175,0.333333,0.01082
5770,1,2440,1,0,1,1,0,1,0,0,0,0,0.00206,0,0.000062,7,118,0,0.008505
4355,1,2439,1,0,1,1,0,1,0,0,0,0,0.00206,0,0.000062,7,118,0,0.008505
6781,1,2437,1,0,1,1,0,1,0,0,0,0,0.00206,0,0.000062,7,118,0,0.008505
3592,1,2432,1,1,2,1,1,2,6,0.258993,0.286574,1285.057862,0.00206,0.000034,0.000062,4,69,0,0.008505
5048,1,2428,1,1,2,1,1,2,1,1,1,312.008063,0.00206,0.000017,0.000062,7,243,0,0.008505
2999,1,6876,0,3,3,0,3,3,8,0.249945,0.26903,0,0,0.002224,0.000056,8,29,0,0
3131,1,2874,1,0,1,1,0,1,0,0,0,0,0.000114,0,0.000063,6,223,0,0.001342
7037,1,3346,1,0,1,1,0,1,0,0,0,0,0.000037,0,0.000081,6,8,0,0.001951
3013,1,6878,0,4,4,0,4,4,8,0.206121,0.21938,0,0,0.000396,0.000056,9,188,0,0
5025,1,3156,2,0,2,2,0,2,0,0,0,0,0.000013,0,0.000178,9,188,0,0.001735
4093,1,6877,1,2,3,1,2,3,2,0.625,0.7,5,0.000013,0.000055,0.000067,11,188,0,0.000757
6797,1,704,6,0,6,6,0,6,0,0,0,0,0.001026,0,0.000268,11,240,0.166667,0.033193
3016,1,6879,0,1,1,0,1,1,1,1,1,0,0,0.000028,0.000056,3,71,0,0
6274,1,3712,1,1,2,1,1,2,1,1,1,1.433333,0.000082,0.000184,0.000063,3,73,0,0.001239
3018,1,6880,0,2,2,0,2,2,8,0.198041,0.215846,0,0,0.000587,0.000056,3,151,0,0
3019,1,6881,0,1,1,0,1,1,1,1,1,0,0,0.000772,0.000056,3,233,0,0
1670,1,1744,3,0,3,3,0,3,0,0,0,0,0.000712,0,0.000095,9,133,0.166667,0.005742
4237,1,2679,1,1,2,1,1,2,1,1,1,682.912698,0.000051,0.000011,0.00007,7,68,0,0.001432
4401,1,2083,1,1,2,1,1,2,7,0.305104,0.33919,0,0.000948,0.012207,0.000061,9,165,0.5,0.004629
1510,1,1088,2,0,2,2,0,2,0,0,0,0,0.001053,0,0.000131,9,143,0,0.008912
5702,1,2074,2,1,3,2,1,3,5,0.372549,0.419298,64.445403,0.000961,0.001822,0.000095,9,115,0,0.00548
4539,1,2069,1,2,3,1,2,3,7,0.307546,0.343486,3.645403,0.000948,0.014029,0.000061,9,165,0.333333,0.004629
3039,1,6882,0,1,1,0,1,1,10,0.176471,0.194809,0,0,0.000071,0.000056,3,48,0,0
4019,1,6883,0,2,2,0,2,2,9,0.171548,0.220983,0,0,0.000513,0.000056,3,111,0,0
4354,1,6884,0,1,1,0,1,1,8,0.214051,0.230638,0,0,0.000611,0.000056,9,91,0,0
5473,1,983,3,0,3,3,0,3,0,0,0,0,0.000994,0,0.00011,10,24,0,0.010161
3045,1,6885,0,1,1,0,1,1,10,0.174364,0.18984,0,0,0.000193,0.000056,1,109,0,0
4548,1,2308,1,1,2,1,1,2,1,1,1,20.837058,0.000794,0.000033,0.000063,14,47,0,0.003239
5294,1,2306,1,1,2,1,1,2,2,0.555556,0.6,17.664988,0.000794,0.000987,0.000063,9,227,0,0.003239
6179,1,6886,0,1,1,0,1,1,9,0.193075,0.208657,0,0,0.000078,0.000056,9,103,0,0
5200,1,6887,0,4,4,0,4,4,10,0.213299,0.24399,0,0,0.002935,0.000056,1,115,0.083333,0
3365,1,3521,1,1,2,1,1,2,10,0.192953,0.23775,81.447442,0.000021,0.000336,0.000069,3,204,0,0.001111
4226,1,3520,1,0,1,1,0,1,0,0,0,0,0.000021,0,0.000069,3,204,0,0.001111
1727,1,1242,4,2,6,4,2,6,1,1,1,2260.463889,0,0.000068,0.000307,3,229,0,0.003494
3531,1,2115,1,1,2,1,1,2,8,0.255849,0.272795,784.25091,0.000001,0.001426,0.000083,8,36,0,0.001242
5513,1,2419,3,1,4,3,1,4,1,1,1,11.39065,0.000723,0.000175,0.0001,2,146,0.083333,0.006156
3064,1,6888,0,3,3,0,3,3,6,0.303882,0.345007,0,0,0.009184,0.000056,9,45,0,0
3074,1,6889,0,1,1,0,1,1,1,1,1,0,0,0.000033,0.000056,14,67,0,0
6013,1,2448,1,2,3,1,2,3,2,0.625,0.7,84.635634,0.000626,0.000381,0.000063,4,120,0,0.003238
3216,1,6890,0,1,1,0,1,1,12,0.21341,0.226154,0,0,0.00057,0.000056,9,2,0,0
3080,1,6891,0,1,1,0,1,1,3,0.5,0.555556,0,0,0.000248,0.000056,3,233,0,0
4117,1,2642,1,1,2,1,1,2,8,0.215026,0.231264,100.811178,0.000759,0.00021,0.000061,10,37,0,0.002925
5734,1,2691,1,0,1,1,0,1,0,0,0,0,0.000587,0,0.000065,9,71,0,0.003962
2351,1,2826,1,0,1,1,0,1,0,0,0,0,0.000077,0,0.000076,10,94,0,0.001515
4400,1,1585,2,0,2,2,0,2,0,0,0,0,0.001435,0,0.000089,3,131,0,0.010855
3094,1,6892,0,1,1,0,1,1,9,0.191288,0.199893,0,0,0.000136,0.000056,14,57,0,0
3095,1,6893,0,1,1,0,1,1,9,0.225411,0.239,0,0,0.000294,0.000056,10,228,0,0
3100,1,6894,0,1,1,0,1,1,9,0.26778,0.298465,0,0,0.004848,0.000056,3,1,0,0
3106,1,6895,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.001124,0.000056,3,70,0,0
3107,1,6896,0,2,2,0,2,2,5,0.333333,0.407778,0,0,0.000628,0.000056,3,236,0,0
3572,1,291,2,0,2,2,0,2,0,0,0,0,0.000169,0,0.000212,1,23,0.5,0.008571
3113,1,6897,0,2,2,0,2,2,9,0.27071,0.303266,0,0,0.006796,0.000056,7,1,0,0
4832,1,6898,0,1,1,0,1,1,4,0.392857,0.454545,0,0,0.000294,0.000056,4,135,0,0
5260,1,1481,3,0,3,3,0,3,0,0,0,0,0.00241,0,0.000088,9,176,0,0.01959
3078,1,6899,0,1,1,0,1,1,1,1,1,0,0,0.000005,0.000056,5,115,0,0
4428,1,1166,3,0,3,3,0,3,0,0,0,0,0.000141,0,0.000169,5,115,0,0.00502
3130,1,6900,0,1,1,0,1,1,7,0.237805,0.274176,0,0,0.000556,0.000056,1,191,0,0
6285,1,6901,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.00028,0.000056,6,220,0.5,0
6036,1,157,3,0,3,3,0,3,0,0,0,0,0.002516,0,0.000154,4,63,0,0.035894
3142,1,6902,0,1,1,0,1,1,6,0.259475,0.298876,0,0,0.000455,0.000056,4,213,0,0
5000,1,3169,1,0,1,1,0,1,0,0,0,0,0.000762,0,0.000062,1,132,0,0.002006
5005,1,6903,0,2,2,0,2,2,4,0.389831,0.452899,0,0,0.000611,0.000056,3,112,0,0
5290,1,4783,1,0,1,1,0,1,0,0,0,0,0.000058,0,0.000072,7,213,0,0.000868
4042,1,6904,0,1,1,0,1,1,1,1,1,0,0,0.000071,0.000056,5,102,0,0
3159,1,6905,0,1,1,0,1,1,8,0.232465,0.258836,0,0,0.001091,0.000056,8,207,0,0
5715,1,5906,1,0,1,1,0,1,0,0,0,0,0,0,0.000129,2,214,0,0.00095
3171,1,6906,0,1,1,0,1,1,1,1,1,0,0,0.000033,0.000056,14,47,0,0
5135,1,6907,0,1,1,0,1,1,10,0.1935,0.202468,0,0,0.000004,0.000056,4,73,0,0
3179,1,6908,0,1,1,0,1,1,7,0.254386,0.293473,0,0,0.00218,0.000056,4,170,0,0
3183,1,6909,0,2,2,0,2,2,9,0.232746,0.249548,0,0,0.001594,0.000056,10,69,0,0
4211,1,3093,1,0,1,1,0,1,0,0,0,0,0.000094,0,0.000073,4,233,0,0.001584
3191,1,6910,0,1,1,0,1,1,9,0.201662,0.212848,0,0,0.000025,0.000056,7,61,0,0
3196,1,6911,0,1,1,0,1,1,9,0.212186,0.225108,0,0,0.000412,0.000056,5,217,0,0
5258,1,6912,0,2,2,0,2,2,10,0.218909,0.23874,0,0,0.001828,0.000056,5,200,0,0
3619,1,2010,1,3,4,1,3,4,8,0.225631,0.249622,212.544665,0.000728,0.001052,0.000062,14,15,0.083333,0.005052
6340,1,216,6,0,6,6,0,6,0,0,0,0,0.002576,0,0.000309,2,186,0.033333,0.077703
3217,1,6913,0,1,1,0,1,1,1,1,1,0,0,0.000082,0.000056,10,193,0,0
3222,1,6914,0,1,1,0,1,1,8,0.261867,0.279944,0,0,0.001101,0.000056,6,93,0,0
3224,1,6915,0,1,1,0,1,1,9,0.209752,0.223456,0,0,0.000341,0.000056,3,125,0,0
5518,1,2181,1,0,1,1,0,1,0,0,0,0,0.00003,0,0.000064,2,243,0,0.001153
5479,1,1707,2,0,2,2,0,2,0,0,0,0,0.0032,0,0.000088,5,236,0,0.014418
3234,1,6916,0,2,2,0,2,2,8,0.239988,0.257095,0,0,0.000203,0.000056,3,102,0,0
6227,1,916,3,0,3,3,0,3,0,0,0,0,0.003379,0,0.000092,6,223,0,0.029957
6290,1,1998,3,0,3,3,0,3,0,0,0,0,0.006469,0,0.000087,1,4,0,0.036609
4120,1,539,2,0,2,2,0,2,0,0,0,0,0.000787,0,0.000516,1,140,0,0.01095
3242,1,6917,0,1,1,0,1,1,3,0.421053,0.479167,0,0,0.000899,0.000056,4,156,0,0
4437,1,2717,1,0,1,1,0,1,0,0,0,0,0.000842,0,0.00006,10,184,0,0.002841
3878,1,2803,1,1,2,1,1,2,2,0.666667,0.75,88.717476,0.000258,0.000013,0.000061,10,160,0,0.002382
3255,1,6918,0,1,1,0,1,1,1,1,1,0,0,0.000133,0.000056,4,6,0,0
3256,1,6919,0,1,1,0,1,1,5,0.347222,0.399333,0,0,0.001466,0.000056,3,221,0,0
3610,1,2932,1,1,2,1,1,2,9,0.221459,0.236438,188.681406,0.000892,0.001684,0.000061,9,150,0,0.005207
4372,1,2929,1,1,2,1,1,2,3,0.454545,0.533333,57.600433,0.000892,0.000039,0.000061,9,2,0,0.005207
3406,1,2940,1,0,1,1,0,1,0,0,0,0,0.000018,0,0.000097,2,126,0,0.001279
6433,1,147,3,0,3,3,0,3,0,0,0,0,0.000225,0,0.000298,4,115,0.166667,0.013649
3665,1,2726,1,1,2,1,1,2,2,0.666667,0.75,35.354065,0.000696,0.00032,0.000064,9,244,0,0.004677
5088,1,1020,2,0,2,2,0,2,0,0,0,0,0.000991,0,0.000091,14,65,0,0.011228
6874,1,1509,2,0,2,2,0,2,0,0,0,0,0.000342,0,0.000086,14,145,0,0.004745
3274,1,6920,0,5,5,0,5,5,8,0.223782,0.257297,0,0,0.00217,0.000056,1,108,0.15,0
6159,1,3066,1,0,1,1,0,1,0,0,0,0,0.000067,0,0.000076,7,135,0,0.002629
3283,1,6921,0,1,1,0,1,1,3,0.5,0.611111,0,0,0.000021,0.000056,3,98,0,0
4834,1,1782,1,0,1,1,0,1,0,0,0,0,0.003195,0,0.000063,5,26,0,0.013567
4719,1,837,3,0,3,3,0,3,0,0,0,0,0.003717,0,0.000109,3,217,0.166667,0.02692
6086,1,1272,3,0,3,3,0,3,0,0,0,0,0.003822,0,0.000167,5,217,0.166667,0.027987
1430,1,1178,4,1,5,4,1,5,3,0.5,0.566667,180.006481,0.003697,0.000264,0.000108,12,174,0.05,0.020129
7005,1,1121,2,0,2,2,0,2,0,0,0,0,0.00335,0,0.000109,10,134,0,0.014927
3289,1,6922,0,1,1,0,1,1,9,0.196169,0.212253,0,0,0.000526,0.000056,5,215,0,0
3293,1,6923,0,1,1,0,1,1,1,1,1,0,0,0.000037,0.000056,10,140,0,0
3622,1,2105,1,3,4,1,3,4,9,0.216047,0.227102,2230.987992,0.000419,0.000217,0.00006,1,177,0.083333,0.00225
4066,1,6924,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.001559,0.000056,10,156,0,0
3310,1,6925,0,3,3,0,3,3,9,0.219712,0.245989,0,0,0.001123,0.000056,3,210,0,0
3311,1,6926,0,1,1,0,1,1,11,0.194124,0.208887,0,0,0.000221,0.000056,5,114,0,0
4353,1,3846,1,0,1,1,0,1,0,0,0,0,0.000045,0,0.000072,3,197,0,0.001055
6833,1,1056,2,0,2,2,0,2,0,0,0,0,0.001587,0,0.000078,10,73,0,0.012855
3328,1,6927,0,1,1,0,1,1,5,0.364865,0.411728,0,0,0.00262,0.000056,7,5,0,0
3330,1,6928,0,1,1,0,1,1,7,0.305104,0.33919,0,0,0.012207,0.000056,9,10,0,0
3331,1,6929,0,1,1,0,1,1,10,0.178726,0.197797,0,0,0.000228,0.000056,9,150,0,0
3335,1,6930,0,2,2,0,2,2,5,0.384615,0.503333,0,0,0.000455,0.000056,3,130,0,0
3337,1,6931,0,3,3,0,3,3,10,0.205448,0.222361,0,0,0.001119,0.000056,9,103,0,0
3339,1,6932,0,1,1,0,1,1,9,0.179837,0.199173,0,0,0.000073,0.000056,2,208,0,0
3340,1,6935,0,1,1,0,1,1,4,0.411765,0.488095,0,0,0,0.000056,16,157,0,0
405,1,6934,1,3,4,1,3,4,3,0.6,0.722222,6,0,0.001385,0.000103,16,157,0,0.000757
5119,1,6936,0,2,2,0,2,2,7,0.207447,0.237912,0,0,0.001335,0.000056,10,168,0,0
3341,1,6937,0,1,1,0,1,1,11,0.194124,0.208887,0,0,0.000221,0.000056,5,114,0,0
3354,1,6938,0,3,3,0,3,3,7,0.311395,0.347012,0,0,0.014786,0.000056,9,44,0.166667,0
6988,1,2466,2,0,2,2,0,2,0,0,0,0,0.00009,0,0.000098,3,213,0.5,0.002153
4077,1,6939,0,1,1,0,1,1,5,0.326531,0.371875,0,0,0.000284,0.000056,1,161,0,0
4084,1,2920,1,0,1,1,0,1,0,0,0,0,0.000039,0,0.000077,5,130,0,0.001034
3367,1,6940,0,1,1,0,1,1,10,0.163661,0.173228,0,0,0.000265,0.000056,9,206,0,0
4443,1,2787,1,0,1,1,0,1,0,0,0,0,0.000036,0,0.000075,9,231,0,0.00154
3729,1,3662,1,0,1,1,0,1,0,0,0,0,0.000065,0,0.000068,4,15,0,0.000883
4309,1,5150,1,1,2,1,1,2,4,0.368421,0.452381,5.166667,0.000078,0.000005,0.000064,7,212,0,0.000851
5373,1,5501,1,0,1,1,0,1,0,0,0,0,0.000003,0,0.000074,14,39,0,0.00095
7017,1,5500,1,0,1,1,0,1,0,0,0,0,0.000003,0,0.000074,14,39,0,0.00095
5116,1,1298,2,0,2,2,0,2,0,0,0,0,0.00267,0,0.000076,9,43,0,0.025823
5913,1,371,7,2,9,7,2,9,1,1,1,2367.584942,0.006088,0.001644,0.000363,9,114,0.083333,0.105301
3378,1,6941,0,1,1,0,1,1,7,0.305104,0.33919,0,0,0.012207,0.000056,9,10,0,0
3393,1,6942,0,1,1,0,1,1,7,0.285185,0.327737,0,0,0.001791,0.000056,3,121,0,0
4034,1,2007,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6195,1,2003,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
4836,1,1999,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6235,1,1498,2,0,2,2,0,2,0,0,0,0,0.006374,0,0.000085,3,217,0,0.036822
6720,1,1988,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6721,1,1987,1,1,2,1,1,2,2,0.6,0.666667,15.206475,0.005644,0.001124,0.000066,3,1,0,0.030032
6259,1,1986,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
5339,1,1984,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6749,1,1979,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
714,1,1973,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
3655,1,1963,1,3,4,1,3,4,10,0.203896,0.229034,1053.330213,0.005644,0.001864,0.000066,1,84,0.083333,0.030032
5425,1,1961,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6824,1,1661,2,0,2,2,0,2,0,0,0,0,0.007261,0,0.000087,3,1,0,0.047936
4566,1,1950,2,1,3,2,1,3,8,0.19032,0.20331,195.601669,0.006192,0.000453,0.000079,3,21,0.166667,0.034274
1256,1,1943,1,1,2,1,1,2,7,0.266598,0.294701,336.88652,0.005644,0.001948,0.000066,7,1,0,0.030032
7033,1,96,4,0,4,4,0,4,0,0,0,0,0.005709,0,0.000666,3,15,0.166667,0.050494
5055,1,1940,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6936,1,1936,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
3751,1,1933,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6006,1,1918,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
5546,1,1321,2,1,3,2,1,3,3,0.5,0.611111,186.643889,0.006093,0.000285,0.000082,3,201,0.166667,0.032672
6684,1,1908,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
4688,1,1904,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6039,1,1902,2,0,2,2,0,2,0,0,0,0,0.005651,0,0.000114,3,233,0,0.031203
2621,1,1901,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
6198,1,1865,2,0,2,2,0,2,0,0,0,0,0.006584,0,0.000077,3,1,0,0.037457
1578,1,1523,2,0,2,2,0,2,0,0,0,0,0.006763,0,0.000082,5,1,0,0.043433
2647,1,1899,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
4489,1,1488,3,0,3,3,0,3,0,0,0,0,0.007992,0,0.000106,3,217,0,0.054726
5028,1,1890,2,1,3,2,1,3,4,0.37037,0.425,1227.237399,0.005674,0.000015,0.000092,7,112,0,0.03186
6552,1,1881,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
5658,1,1576,2,0,2,2,0,2,0,0,0,0,0.007472,0,0.000079,3,1,0,0.043534
6240,1,1823,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
5680,1,1822,1,1,2,1,1,2,1,1,1,1648.548413,0.005644,0.000006,0.000066,3,154,0,0.030032
5694,1,1810,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
2829,1,1808,1,0,1,1,0,1,0,0,0,0,0.005644,0,0.000066,3,1,0,0.030032
4381,1,1796,1,6,7,1,6,7,7,0.252137,0.275525,3406.159551,0.005644,0.001945,0.000066,2,125,0.02381,0.030032
5327,1,1263,4,0,4,4,0,4,0,0,0,0,0.00047,0,0.000245,5,96,0,0.009983
6561,1,6943,0,1,1,0,1,1,11,0.194124,0.208887,0,0,0.000221,0.000056,5,114,0,0
6678,1,3008,2,0,2,2,0,2,0,0,0,0,0.00004,0,0.000115,7,148,0,0.002334
3419,1,6945,0,2,2,0,2,2,7,0.305608,0.34018,0,0,0.012221,0.000056,6,220,0,0
5613,1,6944,1,1,2,1,1,2,2,0.571429,0.625,4,0.000416,0.000228,0.000079,6,220,0,0.000757
3430,1,6946,0,1,1,0,1,1,9,0.211946,0.234693,0,0,0.000451,0.000056,9,200,0,0
3434,1,6947,0,2,2,0,2,2,11,0.223404,0.239754,0,0,0.001106,0.000056,9,82,0,0
3072,1,2119,1,0,1,1,0,1,0,0,0,0,0.000168,0,0.000066,3,200,0,0.001485
3442,1,6948,0,1,1,0,1,1,7,0.305104,0.33919,0,0,0.012207,0.000056,9,10,0,0
4208,1,882,2,2,4,2,2,4,8,0.235569,0.252026,664.788941,0.000941,0.000537,0.000076,9,193,0.083333,0.005598
6486,1,6949,0,1,1,0,1,1,8,0.194286,0.227819,0,0,0.000614,0.000056,10,56,0,0
3455,1,6950,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000131,0.000056,14,65,0,0
5457,1,1044,2,2,4,2,2,4,3,0.5,0.611111,328.554982,0.000011,0.000158,0.000158,7,91,0,0.006052
3459,1,6951,0,1,1,0,1,1,9,0.227262,0.239322,0,0,0.001385,0.000056,3,215,0,0
3464,1,6952,0,1,1,0,1,1,7,0.196721,0.241567,0,0,0.000028,0.000056,3,213,0,0
3467,1,6953,0,5,5,0,5,5,8,0.236484,0.257747,0,0,0.004263,0.000056,5,233,0.1,0
4467,1,3091,1,0,1,1,0,1,0,0,0,0,0.000067,0,0.000068,4,241,0,0.001052
6184,1,1226,2,0,2,2,0,2,0,0,0,0,0.001248,0,0.000127,7,33,0,0.008187
7114,1,1953,2,0,2,2,0,2,0,0,0,0,0.000092,0,0.000097,5,34,0,0.00631
5094,1,2107,3,2,5,3,2,5,6,0.314961,0.390833,73.938656,0.000168,0.001186,0.000114,14,230,0.3,0.00504
6997,1,5916,1,0,1,1,0,1,0,0,0,0,0.000007,0,0.00008,8,139,0,0.000851
3478,1,6954,0,1,1,0,1,1,9,0.211004,0.220346,0,0,0.000254,0.000056,9,6,0,0
3480,1,6955,0,1,1,0,1,1,10,0.172682,0.188913,0,0,0.001759,0.000056,9,72,0,0
6371,1,1050,2,0,2,2,0,2,0,0,0,0,0.000636,0,0.000117,3,229,0,0.006383
3708,1,3210,1,0,1,1,0,1,0,0,0,0,0,0,0.000119,4,84,0,0.001053
3678,1,2585,1,1,2,1,1,2,2,0.666667,0.75,22.821703,0.000447,0.000426,0.000066,12,90,0,0.003815
6598,1,2142,1,0,1,1,0,1,0,0,0,0,0.000314,0,0.000063,9,228,0,0.003721
71,1,6956,0,1,1,0,1,1,1,1,1,0,0,0.000002,0.000056,1,168,0,0
72,1,6957,0,2,2,0,2,2,11,0.209443,0.231903,0,0,0.001524,0.000056,1,75,0,0
3506,1,6958,0,1,1,0,1,1,7,0.305104,0.33919,0,0,0.012207,0.000056,9,10,0,0
4594,1,2301,1,0,1,1,0,1,0,0,0,0,0.000288,0,0.000061,9,92,0,0.002296
3513,1,6959,0,1,1,0,1,1,10,0.192953,0.23775,0,0,0.000336,0.000056,6,93,0,0
3519,1,6960,0,1,1,0,1,1,9,0.179837,0.199173,0,0,0.000073,0.000056,2,208,0,0
3537,1,6961,0,1,1,0,1,1,8,0.210702,0.240967,0,0,0.000227,0.000056,4,69,0,0
6715,1,1464,2,0,2,2,0,2,0,0,0,0,0.000007,0,0.000175,3,111,0,0.002343
632,1,5710,1,0,1,1,0,1,0,0,0,0,0,0,0.000119,15,73,0,0.000956
4476,1,4368,1,0,1,1,0,1,0,0,0,0,0.000062,0,0.000069,7,53,0,0.000956
3554,1,6962,0,1,1,0,1,1,9,0.193305,0.209263,0,0,0.000192,0.000056,5,244,0,0
5286,1,6963,0,2,2,0,2,2,4,0.333333,0.423611,0,0,0.000109,0.000056,3,188,0,0
4306,1,2403,1,3,4,1,3,4,8,0.249434,0.27613,2648.184797,0,0.003803,0.000149,3,96,0.083333,0.002115
3567,1,6964,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000001,0.000056,9,188,0,0
4344,1,3157,2,1,3,2,1,3,1,1,1,503,0.000018,0,0.00013,9,188,0,0.002116
3977,1,1340,1,0,1,1,0,1,0,0,0,0,0.000174,0,0.000075,8,91,0,0.003121
5944,1,1982,1,0,1,1,0,1,0,0,0,0,0.000213,0,0.000066,9,47,0,0.004076
5547,1,1981,1,0,1,1,0,1,0,0,0,0,0.000213,0,0.000066,9,47,0,0.004076
1884,1,829,2,0,2,2,0,2,0,0,0,0,0.004818,0,0.000098,9,130,0,0.076691
3587,1,6965,0,1,1,0,1,1,7,0.245064,0.262295,0,0,0.001116,0.000056,4,7,0,0
3201,1,2250,1,0,1,1,0,1,0,0,0,0,0.000468,0,0.000064,9,193,0,0.007149
4995,1,3944,1,1,2,1,1,2,1,1,1,1.733333,0.000022,0.000184,0.000081,1,240,0,0.001038
3860,1,2104,1,2,3,1,2,3,8,0.274281,0.293882,1798.083333,0.000007,0.003432,0.000073,9,130,0,0.000929
3623,1,6966,0,1,1,0,1,1,7,0.199187,0.233479,0,0,0.000003,0.000056,3,81,0,0
4822,1,1849,1,1,2,1,1,2,6,0.279503,0.324074,0,0.000606,0.000483,0.000063,10,87,0.5,0.004244
3652,1,2150,1,3,4,1,3,4,8,0.23152,0.24691,134.312742,0.000185,0.001272,0.000067,9,95,0.25,0.002342
3149,1,2149,1,1,2,1,1,2,6,0.27907,0.363889,439.451736,0.000185,0.000199,0.000067,3,111,0,0.002342
5562,1,1251,1,1,2,1,1,2,1,1,1,11.31627,0.000207,0.000586,0.000067,9,143,0,0.001412
6519,1,3166,1,0,1,1,0,1,0,0,0,0,0.000328,0,0.000061,1,132,0,0.002169
3648,1,6967,0,1,1,0,1,1,11,0.223319,0.239187,0,0,0.00065,0.000056,9,95,0,0
6035,1,65,3,1,4,3,1,4,1,1,1,229.961444,0.005505,0.000423,0.000161,9,176,0.166667,0.087096
4048,1,2345,1,2,3,1,2,3,9,0.194472,0.219145,241.887233,0.000712,0.001265,0.000067,4,179,0,0.004239
